drugA,drugB,cell_line,tissue,sensitivity_A,sensitivity_B,loewe_score,synergy_label
JAK inhibitor,PROTAC degrader,MCF-7,colorectal,3.062731297166667,0.5227133048625123,-1.2210868673523017,0
BCL-2 inhibitor,HER2 inhibitor,U251,melanoma,0.6730677859034276,1.0596906203060057,-4.609915142263191,0
CTLA-4 inhibitor,HER2 inhibitor,OVCAR-3,bone,1.1339698253218857,0.550273089236741,-2.8696139847869713,0
ATM inhibitor,Proteasome inhibitor,A549,esophageal,2.3131855740636516,2.231825219635884,-4.547283139460999,0
EGFR inhibitor,mTOR inhibitor,HeLa,esophageal,0.8083004173809956,3.4981435983227507,-0.38490914018948175,0
NF-kappa-B inhibitor,Heat shock protein inhibitor,MV4-11,endometrium,0.11649940764779618,2.2361537873771606,3.5188881169484496,0
BRAF inhibitor,KRAS inhibitor,COLO-829,urinary tract,0.9365575857042947,3.4785288930531997,-7.541196069295827,0
DNA-PKcs inhibitor,EGFR inhibitor,MV4-11,head and neck,5.7808924983360646,1.011650168683739,-4.278867851453149,0
JAK inhibitor,mTOR inhibitor,A431,urinary tract,2.052961321342224,0.33995682527511906,-7.88697094073708,0
ATM inhibitor,STAT3 inhibitor,Huh-7,endometrium,2.226309937390083,2.678447138143785,-0.6258434438825198,0
Topoisomerase inhibitor,PI3K inhibitor,MOLT-4,pancreas,2.000878713472277,0.8940575837911874,0.9330576423289365,0
BRAF inhibitor,FLT3 inhibitor,K562,lung,0.4437690358575452,2.2250420884024713,3.978690988961839,0
EGFR inhibitor,ALK inhibitor,MEWO,stomach,1.0837172910217845,0.6311864928669911,-5.816921106085527,0
MCL-1 inhibitor,ALK inhibitor,MCF-7,endometrium,2.780121276197348,0.16943812500787653,4.253168087981452,0
Histone deacetylase inhibitor,FLT3 inhibitor,SK-MEL-2,renal,0.21377424410872728,9.807636461135083,-9.051059922689879,0
PI3K inhibitor,Topoisomerase inhibitor,COLO-829,endometrium,0.65105249928659,0.33968313272920325,-0.9547920495311768,0
PARP inhibitor,IL-2 inhibitor,MDA-MB-231,lung,0.646809482616204,8.917123290037557,5.0709653249488715,1
Proteasome inhibitor,CTLA-4 inhibitor,JIMT-1,endometrium,1.1313343680919619,7.569013434215007,13.193982309664928,1
EGFR inhibitor,CTLA-4 inhibitor,MDA-MB-231,renal,7.861264266559312,3.1579930181237525,-2.052864143949188,0
FLT3 inhibitor,mTOR inhibitor,MDA-MB-453,renal,0.13977771699224598,2.1542278591820527,0.040225261441941385,0
CTLA-4 inhibitor,CDK4/6 inhibitor,ZR-75-1,bone,1.4625331374118946,1.7245856850986516,2.4736088886567877,0
Microtubule stabilizer,Proteasome inhibitor,MDA-MB-453,ovarian,0.3953529213510226,4.021347135269835,12.026295764379158,1
MCL-1 inhibitor,PD-L1 inhibitor,SW480,gastric,7.0587351704515475,0.6834024283884241,-9.421126570927992,0
IL-2 inhibitor,FLT3 inhibitor,MV4-11,breast,0.24050505031108502,1.2610254889028178,3.183217188692783,0
PARP inhibitor,STAT3 inhibitor,SW480,urinary tract,1.0336907535594775,1.9319599393525102,-5.276001588116013,0
Topoisomerase inhibitor,MCL-1 inhibitor,JIMT-1,lung,2.6779437647354163,1.0593050724098019,-8.06531638109252,0
MEK inhibitor,Histone deacetylase inhibitor,MEWO,liver,2.438541297406312,1.115437765711922,11.421102350255211,1
Heat shock protein inhibitor,BRAF inhibitor,A549,esophageal,1.0988856460398193,0.8018050675033186,-1.0254088645597186,0
PI3K inhibitor,IL-2 inhibitor,MDA-MB-453,bone,0.8508994578636409,1.6612897333471885,-9.535440948662348,0
MEK inhibitor,FLT3 inhibitor,HL60,soft tissue,1.0137083028682519,3.8019150512053272,-5.876565126143684,0
Proteasome inhibitor,NF-kappa-B inhibitor,CCRF-CEM,head and neck,0.6138011765400787,0.4501117022047718,-9.50800188584656,0
BCL-2 inhibitor,mTOR inhibitor,JIMT-1,gastric,0.459664085742675,5.449366698870502,11.604697213644311,1
FLT3 inhibitor,CDK4/6 inhibitor,U87,breast,1.3195783837367603,2.33648850275648,3.426500435993665,0
BRAF inhibitor,CDK4/6 inhibitor,JIMT-1,gastric,0.6254084119078702,3.466300626820313,4.739786172403537,0
MET inhibitor,HER2 inhibitor,SW480,head and neck,0.6778431292674276,1.6247205934233813,-0.44428669744558746,0
mTOR inhibitor,TNF-alpha inhibitor,MDA-MB-231,melanoma,2.138627798766368,3.023866660767406,-7.5754345932311224,0
PARP inhibitor,HER2 inhibitor,SK-MEL-2,breast,6.917907138612631,0.03266611700668129,3.5877408499895864,0
TNF-alpha inhibitor,KRAS inhibitor,HeLa,esophageal,1.8508506538853347,3.4116820511199313,-2.2562826519990935,0
PDGFR inhibitor,Microtubule stabilizer,SK-MEL-2,endometrium,0.16020759771989018,0.08193329972584973,-7.693760318456229,0
JAK inhibitor,KRAS inhibitor,SW480,liver,0.15718534897710215,4.412975470970122,3.8259000417749203,0
PI3K inhibitor,FLT3 inhibitor,COLO-829,breast,6.04921931486486,9.647335901062862,1.3620357608465454,0
Topoisomerase inhibitor,PI3K inhibitor,Caco-2,ovarian,0.7056242294367189,0.6964712030915969,0.9755790908472726,0
Proteasome inhibitor,BCL-2 inhibitor,SUM-159,pancreas,0.19316935264161353,0.472251301294582,5.388129478118021,1
EGFR inhibitor,NF-kappa-B inhibitor,Huh-7,lung,1.8278100955176482,2.8994343813343173,-6.994902683553365,0
MCL-1 inhibitor,Proteasome inhibitor,KG-1,liver,1.9544649426011678,0.5834507134943143,-6.834899624387109,0
Histone deacetylase inhibitor,MET inhibitor,A431,urinary tract,2.0911185616462635,4.013310005885194,0.32439497640882564,0
Microtubule stabilizer,PARP inhibitor,MOLT-4,bone,0.6223163933391319,0.21704789954796513,-6.704158748344047,0
PD-L1 inhibitor,PROTAC degrader,K562,colorectal,0.030452027769782227,0.26924728383328744,-3.419924547954267,0
NF-kappa-B inhibitor,JAK inhibitor,SW480,stomach,6.705692882415926,7.740951837360713,1.7300273839091211,0
Proteasome inhibitor,CTLA-4 inhibitor,A431,colorectal,0.5777470190385317,2.2407276851896745,1.7592877714676138,0
PDGFR inhibitor,FLT3 inhibitor,CCRF-CEM,ovarian,2.254185804892322,3.7531610677507516,-3.2010734121121054,0
Histone deacetylase inhibitor,MET inhibitor,CCRF-CEM,lung,2.4526404489001523,0.7840991325684686,6.573715833499104,1
HER2 inhibitor,PARP inhibitor,COLO-829,breast,1.8832551163836395,2.2570118659633436,5.310681302444563,1
PD-L1 inhibitor,mTOR inhibitor,NALM-6,melanoma,0.7505723969681785,1.8039958612113685,-0.17836373073609657,0
DNA-PKcs inhibitor,Topoisomerase inhibitor,A375,soft tissue,0.6324271820651319,1.8483944122727158,-6.573612215373697,0
BRAF inhibitor,NF-kappa-B inhibitor,HepG2,stomach,1.8209567264407178,2.2947594012803956,-5.889823294216788,0
FLT3 inhibitor,CTLA-4 inhibitor,MDA-MB-231,breast,4.0212588349879805,1.7130231612243638,-5.277382668868969,0
CTLA-4 inhibitor,KRAS inhibitor,PC-3,melanoma,5.864903921885126,1.1209506069855544,-8.24793838399072,0
TNF-alpha inhibitor,ATM inhibitor,RS4-11,gastric,0.22388829031485427,0.6457142331581303,-5.902605694450823,0
CTLA-4 inhibitor,Proteasome inhibitor,U87,gastric,0.336431693726194,2.9270535772460016,-6.8572116353120185,0
CDK4/6 inhibitor,CTLA-4 inhibitor,MV4-11,renal,5.791276519397838,0.5130708881981344,-3.170068752870968,0
PROTAC degrader,HER2 inhibitor,CCRF-CEM,head and neck,2.6676712276174452,2.3576130056400384,3.626563218083975,0
Topoisomerase inhibitor,PARP inhibitor,SUM-159,breast,4.291057132688894,0.5314049992473072,-8.43279524869063,0
IL-2 inhibitor,Topoisomerase inhibitor,U251,lung,0.45287954109998413,1.9634201881003825,5.387994547288875,1
NF-kappa-B inhibitor,Histone deacetylase inhibitor,Caco-2,urinary tract,1.771454534529418,2.7493503887127013,0.3092450661969153,0
MEK inhibitor,BRAF inhibitor,A549,ovarian,2.4155573711421625,0.49362771360021784,13.312458050899425,1
MEK inhibitor,PARP inhibitor,MOLT-4,endometrium,2.2795679726983553,0.1236301746090163,3.8385860735870008,0
Topoisomerase inhibitor,PD-L1 inhibitor,MDA-MB-231,bone,1.0490098230078868,0.28076387795327457,-1.4729169676477056,0
PARP inhibitor,PROTAC degrader,RS4-11,renal,0.031029246928829947,1.862793344864332,-4.544117182964737,0
PROTAC degrader,FLT3 inhibitor,U251,liver,1.7489835021813425,3.7868723067421763,1.3480787524296005,0
Histone deacetylase inhibitor,IL-2 inhibitor,MOLT-4,prostate,0.583652064757029,0.09208121991530512,-6.139518123975489,0
Proteasome inhibitor,ATM inhibitor,SUM-159,liver,1.1965987466954007,2.6496555499058028,0.4026475556948057,0
STAT3 inhibitor,IL-2 inhibitor,SK-MEL-2,colorectal,6.320318519001087,0.8350307818644346,-9.404331886416292,0
JAK inhibitor,MET inhibitor,PC-3,breast,1.0184382219394243,1.3022008132675518,2.5911205641390787,0
PARP inhibitor,ATM inhibitor,SW480,urinary tract,3.6626845470288836,5.2861983695115065,-3.2774372946802224,0
Proteasome inhibitor,MET inhibitor,Huh-7,pancreas,0.4178418623425931,0.8068488975484608,-0.4496062846308746,0
Proteasome inhibitor,PI3K inhibitor,A549,pancreas,2.232293228925945,1.2522370270944936,-6.681432702899745,0
PARP inhibitor,DNA-PKcs inhibitor,MV4-11,breast,7.545126951371329,0.027553763355231686,0.15610568987671947,0
BCL-2 inhibitor,Histone deacetylase inhibitor,U87,stomach,0.21493235284125525,0.17024171938970314,1.5836041383991493,0
DNA-PKcs inhibitor,ATM inhibitor,A2780,renal,0.016709492250489715,0.5984072929120996,-2.9018021967340193,0
PI3K inhibitor,Proteasome inhibitor,A549,colorectal,1.1368487136501377,0.05649494091744466,-0.7340961390730847,0
ALK inhibitor,MET inhibitor,A2780,stomach,0.19439999147721998,1.9959525926911292,-3.1551111426640217,0
IL-2 inhibitor,EGFR inhibitor,NALM-6,soft tissue,2.759705105791522,1.1116402499791438,12.476518245649778,1
PARP inhibitor,DNA-PKcs inhibitor,A2780,urinary tract,4.919616465792632,1.5887887914672514,-2.531962292285213,0
mTOR inhibitor,Histone deacetylase inhibitor,A549,head and neck,1.1383965114424754,0.3838886612122792,2.627130635432284,0
NF-kappa-B inhibitor,Proteasome inhibitor,HeLa,melanoma,0.5987311649906385,0.7017607567778857,2.0202808740537286,0
KRAS inhibitor,mTOR inhibitor,HepG2,ovarian,1.139748065066691,2.180243718297424,-3.8424276797746524,0
BRAF inhibitor,ALK inhibitor,K562,colorectal,2.570711503912119,6.722188171799013,-6.548732622137875,0
FLT3 inhibitor,MEK inhibitor,SW480,head and neck,0.01819079921445722,0.10346419940695954,-3.908768011603435,0
ATM inhibitor,PDGFR inhibitor,SW480,renal,1.780534544578956,4.421549713620236,2.393260636628302,0
NF-kappa-B inhibitor,MCL-1 inhibitor,MV4-11,pancreas,1.9001691557042915,1.7202045828044397,-6.5855119627091145,0
CDK4/6 inhibitor,Heat shock protein inhibitor,COLO-829,prostate,2.0305004827063358,1.6598571454582722,-2.1334548121337598,0
CDK4/6 inhibitor,MEK inhibitor,CCRF-CEM,prostate,0.5542020460528032,1.3874088123936774,6.522282139168668,1
KRAS inhibitor,Heat shock protein inhibitor,MDA-MB-231,endometrium,2.503895665264673,0.14383876889812253,-4.697837873074318,0
PDGFR inhibitor,BCL-2 inhibitor,A431,soft tissue,0.191681911211672,0.18835072172951228,7.842882890954593,1
HER2 inhibitor,mTOR inhibitor,MDA-MB-453,urinary tract,0.4444637751787968,1.837146698423506,-6.315526389267783,0
ALK inhibitor,Heat shock protein inhibitor,SK-MEL-2,stomach,4.198799523561042,0.8339377613043999,-8.360808319477602,0
PD-L1 inhibitor,CDK4/6 inhibitor,HL60,liver,2.6843494172906586,4.984299231569099,1.9157633763928459,0
DNA-PKcs inhibitor,Heat shock protein inhibitor,U87,pancreas,0.027681797717852966,1.0437412495474923,-8.515470648869398,0
STAT3 inhibitor,PROTAC degrader,NALM-6,soft tissue,0.5710388529673616,0.30929167510138744,-5.9292790738062315,0
IL-2 inhibitor,PARP inhibitor,A375,endometrium,0.4826315485169453,2.5085600718351526,2.8266413299616016,0
EGFR inhibitor,Microtubule stabilizer,A431,stomach,0.6316318285385556,0.6944492539113958,-4.802960693819992,0
Topoisomerase inhibitor,Histone deacetylase inhibitor,MV4-11,liver,0.5688674289142449,1.490862172380171,4.595680242712417,0
FLT3 inhibitor,PDGFR inhibitor,HL60,melanoma,0.1291331406466294,2.393549448913991,4.696015021607897,0
DNA-PKcs inhibitor,PD-L1 inhibitor,A549,urinary tract,1.228452110684271,4.610459397808588,-5.975859693196649,0
TNF-alpha inhibitor,ALK inhibitor,OVCAR-3,urinary tract,2.639017793398541,3.142273655573616,-9.385326666251643,0
PD-L1 inhibitor,ATM inhibitor,RS4-11,ovarian,1.8665265313898347,2.2562535832351993,0.5759492630806875,0
MCL-1 inhibitor,Microtubule stabilizer,JIMT-1,colorectal,2.234805468606294,2.2765772693582527,-3.235202460274844,0
NF-kappa-B inhibitor,BRAF inhibitor,K562,endometrium,0.16926299365638992,5.834753448618278,-8.488707340606355,0
PI3K inhibitor,BCL-2 inhibitor,MDA-MB-231,gastric,6.051999913268028,0.7014541850473619,0.6128422846706414,0
STAT3 inhibitor,JAK inhibitor,MEWO,ovarian,3.6463991463165786,0.00222542606356573,-9.532376363321182,0
PROTAC degrader,mTOR inhibitor,MEWO,ovarian,3.270437998976395,0.6347836286486623,3.052950357383631,0
BCL-2 inhibitor,PARP inhibitor,A2780,melanoma,3.4630281073094618,0.4915232946991513,-7.920212063300444,0
Microtubule stabilizer,Proteasome inhibitor,JIMT-1,endometrium,5.397502386392768,2.1684402201180797,-8.090321818799126,0
PROTAC degrader,NF-kappa-B inhibitor,Caco-2,liver,1.5716391357000705,2.008668554180705,-7.364915530471232,0
NF-kappa-B inhibitor,MCL-1 inhibitor,Caco-2,ovarian,0.4469922715986941,1.8001527100201276,14.29870482293879,1
Proteasome inhibitor,ATM inhibitor,HeLa,renal,1.9183109135951566,0.032753628348681035,0.3975404038076906,0
Topoisomerase inhibitor,BCL-2 inhibitor,MDA-MB-453,pancreas,2.716436372469671,2.609635612045055,2.02057303195455,0
Proteasome inhibitor,PDGFR inhibitor,Huh-7,liver,2.6781910647468012,0.7817355760289694,-4.035475214008705,0
KRAS inhibitor,BCL-2 inhibitor,RS4-11,endometrium,1.4739850823934304,2.1875837849763022,-4.9553090874256664,0
Proteasome inhibitor,DNA-PKcs inhibitor,COLO-829,melanoma,0.14182954717407414,1.6264686655703757,7.469654124670625,1
ATM inhibitor,MET inhibitor,MOLT-4,gastric,0.9276071815125889,0.8393235880046686,-2.790279575313866,0
STAT3 inhibitor,BCL-2 inhibitor,CCRF-CEM,colorectal,5.070714917406533,0.2890720547504648,-1.722568996987473,0
Topoisomerase inhibitor,DNA-PKcs inhibitor,NALM-6,renal,1.7562994227461635,0.19835687861780132,-0.5233773452086687,0
MET inhibitor,PARP inhibitor,MEWO,esophageal,1.5458182760697725,3.5618566739240607,-6.143222440019582,0
CDK4/6 inhibitor,PARP inhibitor,SUM-159,stomach,0.6262828971717277,5.011791791832372,4.22981121354486,0
ATM inhibitor,NF-kappa-B inhibitor,HepG2,ovarian,0.9191529071062944,2.0984334542304595,-7.453622526892962,0
BRAF inhibitor,JAK inhibitor,ZR-75-1,colorectal,4.5141929201180115,0.2183669942528482,6.310146186504656,1
Proteasome inhibitor,FLT3 inhibitor,U251,gastric,2.1960032354921304,1.0284200785166,-9.777158162387444,0
Proteasome inhibitor,BCL-2 inhibitor,A2780,liver,3.0965635861499208,2.6108242588209807,-2.7831146227473162,0
BRAF inhibitor,PDGFR inhibitor,HepG2,pancreas,1.211538292842597,3.0266278005811382,-4.999482428251558,0
IL-2 inhibitor,BRAF inhibitor,HeLa,renal,1.9898413147100436,0.25162224955758117,-3.2631487910462385,0
MEK inhibitor,PD-L1 inhibitor,PC-3,endometrium,0.5710584063926764,6.143863443161899e-05,-1.4400313152881647,0
STAT3 inhibitor,MEK inhibitor,KG-1,endometrium,2.4446865612079685,2.4905415317052366,-3.4661626298093644,0
PARP inhibitor,Topoisomerase inhibitor,ZR-75-1,liver,1.1158391226447246,0.8819654414957635,-3.777297245476076,0
TNF-alpha inhibitor,PROTAC degrader,ZR-75-1,breast,1.1687488398079504,0.587350207333354,0.9908512311995974,0
Histone deacetylase inhibitor,Heat shock protein inhibitor,MOLT-4,gastric,2.0957755621064074,0.025962728569670773,0.28814412629697017,0
FLT3 inhibitor,Microtubule stabilizer,A2780,bone,5.506533094219477,1.5543597713604989,10.036917612374445,1
PD-L1 inhibitor,PROTAC degrader,A431,urinary tract,0.13229316618459816,3.809642264502558,-6.250615281407566,0
ATM inhibitor,STAT3 inhibitor,Caco-2,melanoma,3.4830063304143035,6.322707139547448,-0.8570723536890466,0
BRAF inhibitor,STAT3 inhibitor,Caco-2,pancreas,0.6917048962922712,1.668246492189989,-1.2220782191071926,0
TNF-alpha inhibitor,JAK inhibitor,A375,breast,1.1736842584557927,1.4449926798445516,-4.453932836909669,0
JAK inhibitor,BCL-2 inhibitor,HL60,liver,0.044313983978938785,0.17778567818186025,-2.709136871459786,0
PDGFR inhibitor,PD-L1 inhibitor,MDA-MB-231,soft tissue,0.7163409171392776,1.5920118855067273,-5.293267850414069,0
KRAS inhibitor,JAK inhibitor,SUM-159,gastric,1.3968471229352586,0.9560041158162004,-7.872334035745222,0
PARP inhibitor,STAT3 inhibitor,A549,urinary tract,0.11563130569590999,1.8685799050783294,-6.792981840059007,0
JAK inhibitor,TNF-alpha inhibitor,MDA-MB-453,gastric,1.3509907071279492,0.9844210885223578,-8.417295303981984,0
Topoisomerase inhibitor,FLT3 inhibitor,JIMT-1,liver,5.2376249022491566,0.5496610133267895,0.2460436278518614,0
EGFR inhibitor,PROTAC degrader,NALM-6,head and neck,0.22274201418164916,0.1995639322098422,-0.08908910336272768,0
CDK4/6 inhibitor,MCL-1 inhibitor,MCF-7,head and neck,2.8915854234776024,0.756434777625117,4.259095573698092,0
Proteasome inhibitor,BRAF inhibitor,K562,soft tissue,1.0541507215946502,0.2032789707668261,0.9451762047086198,0
TNF-alpha inhibitor,CTLA-4 inhibitor,A431,ovarian,2.129429018240246,0.3893477490157806,-9.219312418658028,0
PROTAC degrader,PD-L1 inhibitor,COLO-829,esophageal,0.6028497418291304,8.73800895711178,3.2636776089343122,0
KRAS inhibitor,IL-2 inhibitor,MEWO,bone,0.34749824079036656,1.1743465110160978,2.9401274441858867,0
PARP inhibitor,MCL-1 inhibitor,OVCAR-3,melanoma,0.34980854025643787,1.5180260348042014,14.232237469852286,1
Histone deacetylase inhibitor,MEK inhibitor,K562,liver,0.14619961320134336,4.136900792250696,-1.2120542420811766,0
JAK inhibitor,PARP inhibitor,CCRF-CEM,prostate,0.4107219673553782,10.838215058975361,4.641174987087783,0
CTLA-4 inhibitor,NF-kappa-B inhibitor,K562,gastric,2.182594527572664,1.747969035560285,-2.0154345422775064,0
NF-kappa-B inhibitor,BCL-2 inhibitor,MDA-MB-231,pancreas,4.26890430451639,3.347673644440077,3.579827425641346,0
KRAS inhibitor,MCL-1 inhibitor,RS4-11,urinary tract,3.365369125322815,0.7918446443525972,13.355717050906486,1
IL-2 inhibitor,STAT3 inhibitor,Huh-7,endometrium,2.311218223272914,0.7298288982403296,-7.134221969369757,0
BCL-2 inhibitor,ALK inhibitor,A375,head and neck,0.23403834762126297,1.0306840179089842,-3.388675848380233,0
STAT3 inhibitor,PROTAC degrader,Caco-2,urinary tract,0.6826930429688594,2.2325788005109386,-1.22864787494043,0
CTLA-4 inhibitor,HER2 inhibitor,U251,head and neck,0.7415676594319272,2.292613748712872,2.2434177779420033,0
STAT3 inhibitor,BRAF inhibitor,HL60,soft tissue,0.5752493385924038,0.7573720829147271,4.823931727147803,0
DNA-PKcs inhibitor,FLT3 inhibitor,MCF-7,breast,1.4472361152346536,0.2859169171018889,14.59024175972966,1
KRAS inhibitor,JAK inhibitor,MDA-MB-231,liver,1.533819165879688,2.0014994096702523,-9.288765457898727,0
CDK4/6 inhibitor,Topoisomerase inhibitor,A375,head and neck,0.8828664758345155,0.2746792401703987,7.616713666375064,1
TNF-alpha inhibitor,PDGFR inhibitor,ZR-75-1,esophageal,0.8732588975696642,1.727835455255585,-0.9342892137578787,0
Proteasome inhibitor,EGFR inhibitor,COLO-829,breast,3.526992501954175,2.364566975087965,-7.021857116976975,0
Proteasome inhibitor,PI3K inhibitor,U251,head and neck,3.1145720325381565,2.4120264116897925,7.447450796369273,1
TNF-alpha inhibitor,PI3K inhibitor,MOLT-4,urinary tract,0.7357486519134074,2.800560301118025,1.1346536830058653,0
ATM inhibitor,PROTAC degrader,ZR-75-1,renal,4.901902097005666,4.124923775796897,1.5561768060296561,0
PDGFR inhibitor,CTLA-4 inhibitor,MCF-7,head and neck,6.10735918769201,1.3861303357053123,-2.50572382001857,0
HER2 inhibitor,MEK inhibitor,Caco-2,liver,0.7912549395755805,2.6205133406482215,-5.421782048067113,0
BRAF inhibitor,NF-kappa-B inhibitor,NALM-6,lung,0.8752276142483729,1.9308187606479257,9.080404616028165,1
STAT3 inhibitor,BRAF inhibitor,Caco-2,melanoma,1.4089589115417203,0.4131627779968365,6.912773710373971,1
STAT3 inhibitor,Topoisomerase inhibitor,MDA-MB-231,prostate,5.664535208962706,0.052050772660004616,-3.8764372098055198,0
KRAS inhibitor,Topoisomerase inhibitor,Caco-2,bone,4.180106221785574,0.6696630465509614,-5.793051636930214,0
Topoisomerase inhibitor,NF-kappa-B inhibitor,PC-3,head and neck,0.21643577162810854,1.1705011099140665,0.9665447450534312,0
Proteasome inhibitor,MCL-1 inhibitor,PC-3,melanoma,0.9975660004680953,1.9199938907486236,-6.367248316093485,0
PI3K inhibitor,PDGFR inhibitor,SUM-159,gastric,1.6120548629363474,3.7936977833126817,-7.424350165394678,0
PARP inhibitor,JAK inhibitor,MDA-MB-231,head and neck,1.3988636655681363,0.4369233486150885,-2.0524916655689456,0
KRAS inhibitor,FLT3 inhibitor,SUM-159,urinary tract,0.4310033200163549,0.26831984283982896,-5.650189110337872,0
HER2 inhibitor,BRAF inhibitor,MOLT-4,soft tissue,3.9153934739117062,6.619787569969955,-0.5664228261457751,0
MEK inhibitor,Histone deacetylase inhibitor,NALM-6,breast,2.2598392763761135,0.22867820421549734,-8.230919876886498,0
DNA-PKcs inhibitor,Topoisomerase inhibitor,NALM-6,esophageal,3.6391870325988815,1.3020577624235352,-0.17588343149017582,0
PI3K inhibitor,EGFR inhibitor,HeLa,melanoma,3.9146500136108564,1.7616721296478828,9.10023786741743,1
Proteasome inhibitor,Microtubule stabilizer,MDA-MB-231,pancreas,2.7594786143395025,1.5590422672726518,-9.996355983482308,0
PROTAC degrader,Topoisomerase inhibitor,KG-1,head and neck,1.1568196944761544,0.1799197817926106,-8.095959134887355,0
Proteasome inhibitor,Heat shock protein inhibitor,CCRF-CEM,colorectal,1.8860229188540996,0.11743507517392474,7.781436404489108,1
BRAF inhibitor,JAK inhibitor,U251,liver,0.3495769781466068,0.22294369810262302,3.0103195867303665,0
Microtubule stabilizer,FLT3 inhibitor,SK-MEL-2,melanoma,2.2395416244991138,1.7617877361877665,-6.495864519456447,0
KRAS inhibitor,PARP inhibitor,MEWO,head and neck,0.3950813787878043,1.57203817632581,1.6755785681823685,0
PD-L1 inhibitor,Histone deacetylase inhibitor,A2780,melanoma,2.3680109074049525,0.5324695497722591,9.60868735269652,1
HER2 inhibitor,IL-2 inhibitor,Huh-7,soft tissue,0.5216860622201293,2.030974688316776,4.563570671748042,0
TNF-alpha inhibitor,KRAS inhibitor,Caco-2,soft tissue,0.25010924469232565,3.4303470196931367,-4.395915106989113,0
Microtubule stabilizer,EGFR inhibitor,U251,breast,0.361328637886097,0.08493619689286841,0.22190918775756963,0
TNF-alpha inhibitor,PROTAC degrader,MV4-11,endometrium,0.003988244319421252,1.378828088975233,-9.04696416364122,0
Topoisomerase inhibitor,BRAF inhibitor,CCRF-CEM,melanoma,2.536948823692528,2.3379219498019843,-4.0562897977539105,0
MEK inhibitor,NF-kappa-B inhibitor,A375,head and neck,2.6365317419676026,0.5815388055631174,4.457264917822707,0
BCL-2 inhibitor,IL-2 inhibitor,JIMT-1,melanoma,1.4469379492541024,0.7356766328764053,-1.915286883248191,0
NF-kappa-B inhibitor,FLT3 inhibitor,A431,renal,0.35195417368150983,1.901960548155598,-5.681807449977331,0
Heat shock protein inhibitor,MEK inhibitor,HeLa,esophageal,0.1745050030480418,4.564296577655907,-8.195935553070896,0
DNA-PKcs inhibitor,EGFR inhibitor,Caco-2,renal,0.03862858463429933,3.3206669960775943,0.5529251027229556,0
Microtubule stabilizer,JAK inhibitor,U87,ovarian,0.3624399522301358,1.7499627639396607,-0.32715934855409756,0
CDK4/6 inhibitor,CTLA-4 inhibitor,KG-1,liver,4.4301658142992695,2.6203096684257834,-4.39091929594338,0
MCL-1 inhibitor,Microtubule stabilizer,Caco-2,colorectal,0.5529221063236709,0.9077014893743982,4.264120277987514,0
EGFR inhibitor,CTLA-4 inhibitor,A375,head and neck,0.8747517492021876,2.0486737461892894,-9.666957805182244,0
NF-kappa-B inhibitor,mTOR inhibitor,PC-3,stomach,0.22263530282193345,1.2553991122923591,-5.444142225522613,0
BRAF inhibitor,TNF-alpha inhibitor,SW480,renal,0.5029865293233661,0.42128438108822697,7.190591730598833,1
BRAF inhibitor,HER2 inhibitor,MEWO,stomach,1.4647100020383288,2.4195678047107596,-5.185968425208395,0
JAK inhibitor,DNA-PKcs inhibitor,MDA-MB-231,liver,1.8717254553234797,1.625955490016639,-6.216207492172444,0
PROTAC degrader,KRAS inhibitor,K562,ovarian,0.5630085598475739,0.8882712809725026,-1.9866938510312906,0
mTOR inhibitor,PARP inhibitor,U251,pancreas,0.11893142557536307,4.845874629137138,2.3570262488080687,0
KRAS inhibitor,ATM inhibitor,U87,melanoma,0.9919819700467516,0.04231268667938538,-8.452798586824585,0
CDK4/6 inhibitor,CTLA-4 inhibitor,SK-MEL-2,melanoma,0.5336772835701117,0.7589315322466583,4.145310644686042,0
EGFR inhibitor,Topoisomerase inhibitor,SUM-159,soft tissue,0.49577925894404595,0.11712646615524237,1.92609321771746,0
BRAF inhibitor,TNF-alpha inhibitor,KG-1,liver,6.430903523012014,2.9093803893528714,13.22760243032332,1
BRAF inhibitor,MCL-1 inhibitor,MCF-7,esophageal,1.9157910963019935,2.422044883554692,0.6801194179724401,0
FLT3 inhibitor,PDGFR inhibitor,RS4-11,endometrium,1.6278223038618904,0.8049956858031401,-4.225619160436643,0
PI3K inhibitor,PROTAC degrader,A2780,pancreas,1.0749385471559503,2.2519437575405252,-3.96557982885522,0
mTOR inhibitor,PDGFR inhibitor,ZR-75-1,breast,1.120537168926944,1.008154312617058,10.809685866315924,1
CDK4/6 inhibitor,BRAF inhibitor,SK-MEL-2,prostate,1.5569962540396327,2.823255447557461,4.441772119710983,0
JAK inhibitor,Topoisomerase inhibitor,CCRF-CEM,gastric,2.38428483384761,1.2109454769277448,-8.10016190729209,0
PD-L1 inhibitor,ATM inhibitor,ZR-75-1,breast,2.422304336670092,1.0630083437653235,-3.6905464468177094,0
CDK4/6 inhibitor,PROTAC degrader,HepG2,ovarian,0.3767450324524554,5.458442943068541,-2.785875878735447,0
CTLA-4 inhibitor,TNF-alpha inhibitor,SUM-159,ovarian,1.3867454202861678,0.5777097862495095,12.11121817015286,1
MEK inhibitor,JAK inhibitor,NALM-6,head and neck,1.0619141333481446,0.2566836833282288,-4.552163144256625,0
JAK inhibitor,PROTAC degrader,MCF-7,gastric,4.088565306533237,1.7567528648552402,-9.215969986576052,0
