drugA,drugB,cell_line,tissue,sensitivity_A,sensitivity_B,loewe_score,synergy_label,drug_pair_hash,tissue_synergy_rate,sensitivity_diff,sensitivity_product
tnf-alpha inhibitor,kras inhibitor,hela,esophageal,1.8508506538853349,3.4116820511199317,-2.256282651999093,0,-1939939234130463779,0.045454545454545456,1.5608313972345969,6.314513955164186
pdgfr inhibitor,microtubule stabilizer,sk-mel-2,endometrium,0.1602075977198901,0.0819332997258497,-7.693760318456229,0,-4840602715174817965,0.08196721311475409,0.0782742979940404,0.01312633712234211
jak inhibitor,kras inhibitor,sw480,liver,0.1571853489771021,4.412975470970122,3.82590004177492,0,-6685300906024688868,0.1527777777777778,4.255790121993019,0.6936550894318301
pi3k inhibitor,flt3 inhibitor,colo-829,breast,6.04921931486486,9.647335901062862,1.3620357608465454,0,-5638898261680244735,0.2318840579710145,3.5981165861980013,58.358850669698654
topoisomerase inhibitor,pi3k inhibitor,caco-2,ovarian,0.7056242294367189,0.6964712030915969,0.9755790908472726,0,-4062035388867842507,0.13793103448275862,0.00915302634512194,0.4914469560063726
proteasome inhibitor,bcl-2 inhibitor,sum-159,pancreas,0.1931693526416135,0.472251301294582,5.388129478118021,1,-6876008748494408370,0.09259259259259259,0.2790819486529685,0.09122447815523398
egfr inhibitor,nf-kappa-b inhibitor,huh-7,lung,1.827810095517648,2.8994343813343173,-6.994902683553365,0,1643103064194114363,0.2826086956521739,1.0716242858166694,5.299615433493831
mcl-1 inhibitor,proteasome inhibitor,kg-1,liver,1.954464942601168,0.5834507134943143,-6.834899624387109,0,444931829555502334,0.1527777777777778,1.3710142291068537,1.1403339652602755
histone deacetylase inhibitor,met inhibitor,a431,urinary tract,2.0911185616462635,4.013310005885194,0.3243949764088256,0,-5764377429487886205,0.1,1.9221914442389307,8.392307046947204
microtubule stabilizer,parp inhibitor,molt-4,bone,0.6223163933391319,0.2170478995479651,-6.704158748344047,0,7542191888848995689,0.10416666666666667,0.4052684937911668,0.13507246602852385
pd-l1 inhibitor,protac degrader,k562,colorectal,0.0304520277697822,0.2692472838332874,-3.419924547954267,0,5513787707595715166,0.23529411764705882,0.23879525606350518,0.008199125764229697
nf-kappa-b inhibitor,jak inhibitor,sw480,stomach,6.705692882415926,7.740951837360713,1.7300273839091211,0,-6251549907344130856,0.06557377049180328,1.035258954944787,51.908445638914216
proteasome inhibitor,ctla-4 inhibitor,a431,colorectal,0.5777470190385317,2.2407276851896745,1.7592877714676138,0,6387737331036374940,0.23529411764705882,1.6629806661511428,1.2945737405954438
pdgfr inhibitor,flt3 inhibitor,ccrf-cem,ovarian,2.254185804892322,3.753161067750752,-3.2010734121121054,0,-8105870752275935623,0.13793103448275862,1.4989752628584303,8.460322402398255
histone deacetylase inhibitor,met inhibitor,ccrf-cem,lung,2.4526404489001523,0.7840991325684686,6.573715833499104,1,-5764377429487886205,0.2826086956521739,1.6685413163316838,1.923113248484949
her2 inhibitor,parp inhibitor,colo-829,breast,1.8832551163836395,2.257011865963344,5.310681302444563,1,-4581937854466647524,0.2318840579710145,0.3737567495797045,4.2505291443140525
pd-l1 inhibitor,mtor inhibitor,nalm-6,melanoma,0.7505723969681785,1.8039958612113685,-0.1783637307360965,0,-4770767609385662717,0.12903225806451613,1.05342346424319,1.3540294976700902
dna-pkcs inhibitor,topoisomerase inhibitor,a375,soft tissue,0.6324271820651319,1.848394412272716,-6.573612215373697,0,-5426583978318796646,0.13636363636363635,1.2159672302075841,1.1689748694985695
braf inhibitor,nf-kappa-b inhibitor,hepg2,stomach,1.8209567264407176,2.294759401280396,-5.889823294216788,0,6992059074433906781,0.06557377049180328,0.4738026748396784,4.178657567324611
flt3 inhibitor,ctla-4 inhibitor,mda-mb-231,breast,4.0212588349879805,1.7130231612243638,-5.277382668868969,0,-8945087503644228331,0.2318840579710145,2.3082356737636167,6.888509521612513
ctla-4 inhibitor,kras inhibitor,pc-3,melanoma,5.864903921885126,1.1209506069855544,-8.24793838399072,0,6919963665557819554,0.12903225806451613,4.7439533148995725,6.574267611149091
tnf-alpha inhibitor,atm inhibitor,rs4-11,gastric,0.2238882903148542,0.6457142331581303,-5.902605694450823,0,1518045452357258698,0.05172413793103448,0.42182594284327607,0.14456785569374092
ctla-4 inhibitor,proteasome inhibitor,u87,gastric,0.336431693726194,2.9270535772460016,-6.8572116353120185,0,-7760142339834001748,0.05172413793103448,2.5906218835198076,0.9847535926201874
cdk4/6 inhibitor,ctla-4 inhibitor,mv4-11,renal,5.791276519397838,0.5130708881981344,-3.170068752870968,0,1323406348120653642,0.0851063829787234,5.278205631199704,2.971335387608449
protac degrader,her2 inhibitor,ccrf-cem,head and neck,2.667671227617445,2.3576130056400384,3.626563218083975,0,7743945493773020286,0.11864406779661017,0.3100582219774064,6.289336381002615
topoisomerase inhibitor,parp inhibitor,sum-159,breast,4.291057132688894,0.5314049992473072,-8.43279524869063,0,3273230445776135490,0.2318840579710145,3.7596521334415867,2.280289212366694
il-2 inhibitor,topoisomerase inhibitor,u251,lung,0.4528795410999841,1.9634201881003823,5.387994547288875,1,7138797500719916525,0.2826086956521739,1.5105406470003984,0.8891928337733456
nf-kappa-b inhibitor,histone deacetylase inhibitor,caco-2,urinary tract,1.771454534529418,2.7493503887127013,0.3092450661969153,0,3808591520084987729,0.1,0.9778958541832834,4.8703492130953325
mek inhibitor,braf inhibitor,a549,ovarian,2.4155573711421625,0.4936277136002178,13.312458050899425,1,3227146496770756007,0.13793103448275862,1.9219296575419447,1.1923860621870583
mek inhibitor,parp inhibitor,molt-4,endometrium,2.2795679726983558,0.1236301746090163,3.8385860735870008,0,-2674284442018735509,0.08196721311475409,2.1559377980893393,0.281823386497819
topoisomerase inhibitor,pd-l1 inhibitor,mda-mb-231,bone,1.0490098230078868,0.2807638779532745,-1.4729169676477056,0,9133642252787330619,0.10416666666666667,0.7682459450546123,0.29452406591877245
parp inhibitor,protac degrader,rs4-11,renal,0.0310292469288299,1.862793344864332,-4.544117182964737,0,-8488405975444904927,0.0851063829787234,1.831764097935502,0.057801074675176346
protac degrader,flt3 inhibitor,u251,liver,1.7489835021813425,3.786872306742176,1.3480787524296003,0,-5467138686498938922,0.1527777777777778,2.0378888045608337,6.6231771893594695
histone deacetylase inhibitor,il-2 inhibitor,molt-4,prostate,0.583652064757029,0.0920812199153051,-6.139518123975489,0,2407766864767342721,0.14516129032258066,0.4915708448417239,0.053743394128913886
proteasome inhibitor,atm inhibitor,sum-159,liver,1.196598746695401,2.6496555499058028,0.4026475556948057,0,133236649199439533,0.1527777777777778,1.4530568032104019,3.170574510191797
stat3 inhibitor,il-2 inhibitor,sk-mel-2,colorectal,6.320318519001087,0.8350307818644346,-9.404331886416292,0,-1012205694835480903,0.23529411764705882,5.485287737136653,5.277660514553743
jak inhibitor,met inhibitor,pc-3,breast,1.0184382219394243,1.3022008132675518,2.5911205641390787,0,-5182243426884812759,0.2318840579710145,0.2837625913281274,1.3262110808722778
parp inhibitor,atm inhibitor,sw480,urinary tract,3.662684547028884,5.2861983695115065,-3.2774372946802224,0,-1747022998130705639,0.1,1.6235138224826224,19.361677080539078
proteasome inhibitor,met inhibitor,huh-7,pancreas,0.4178418623425931,0.8068488975484608,-0.4496062846308746,0,-2485673703948705573,0.09259259259259259,0.3890070352058677,0.3371352459807169
proteasome inhibitor,pi3k inhibitor,a549,pancreas,2.232293228925945,1.2522370270944936,-6.681432702899745,0,-1251826336533731359,0.09259259259259259,0.9800562018314516,2.7953602365933934
parp inhibitor,dna-pkcs inhibitor,mv4-11,breast,7.545126951371329,0.0275537633552316,0.1561056898767194,0,-3500986462230326988,0.2318840579710145,7.517573188016097,0.20789664250326564
bcl-2 inhibitor,histone deacetylase inhibitor,u87,stomach,0.2149323528412552,0.1702417193897031,1.5836041383991493,0,5428676293856333227,0.06557377049180328,0.04469063345155211,0.03659045330016962
dna-pkcs inhibitor,atm inhibitor,a2780,renal,0.0167094922504897,0.5984072929120996,-2.9018021967340197,0,4889008637501081442,0.0851063829787234,0.5816978006616099,0.009999082023551249
pi3k inhibitor,proteasome inhibitor,a549,colorectal,1.1368487136501375,0.0564949409174446,-0.7340961390730847,0,4923062433436403561,0.23529411764705882,1.0803537727326928,0.06422620090973741
alk inhibitor,met inhibitor,a2780,stomach,0.1943999914772199,1.9959525926911288,-3.1551111426640217,0,8055246941349724965,0.06557377049180328,1.801552601213909,0.3880131670080904
il-2 inhibitor,egfr inhibitor,nalm-6,soft tissue,2.759705105791522,1.1116402499791438,12.476518245649778,1,100980809778321873,0.13636363636363635,1.6480648558123783,3.067799273670807
parp inhibitor,dna-pkcs inhibitor,a2780,urinary tract,4.919616465792632,1.5887887914672514,-2.531962292285213,0,-3500986462230326988,0.1,3.33082767432538,7.816231499169065
mtor inhibitor,histone deacetylase inhibitor,a549,head and neck,1.1383965114424754,0.3838886612122792,2.627130635432284,0,-1166098626022978678,0.11864406779661017,0.7545078502301963,0.437017512706381
nf-kappa-b inhibitor,proteasome inhibitor,hela,melanoma,0.5987311649906385,0.7017607567778857,2.0202808740537286,0,5659203469994646725,0.12903225806451613,0.10302959178724724,0.42016603545033565
kras inhibitor,mtor inhibitor,hepg2,ovarian,1.139748065066691,2.180243718297424,-3.842427679774653,0,1026492633065556846,0.13793103448275862,1.0404956532307332,2.4849285593032966
braf inhibitor,alk inhibitor,k562,colorectal,2.570711503912119,6.722188171799013,-6.548732622137875,0,-1479403882583974358,0.23529411764705882,4.151476667886895,17.280806464705698
flt3 inhibitor,mek inhibitor,sw480,head and neck,0.0181907992144572,0.1034641994069595,-3.908768011603435,0,-2495997444918974211,0.11864406779661017,0.0852734001925023,0.0018820964772965619
atm inhibitor,pdgfr inhibitor,sw480,renal,1.780534544578956,4.421549713620236,2.393260636628302,0,-958022552881237779,0.0851063829787234,2.6410151690412804,7.872722005674021
nf-kappa-b inhibitor,mcl-1 inhibitor,mv4-11,pancreas,1.9001691557042917,1.7202045828044397,-6.5855119627091145,0,-1295906599498181475,0.09259259259259259,0.17996457289985202,3.2686796897461656
cdk4/6 inhibitor,heat shock protein inhibitor,colo-829,prostate,2.030500482706336,1.6598571454582722,-2.13345481213376,0,1387020180298220858,0.14516129032258066,0.370643337248064,3.3703407350765833
cdk4/6 inhibitor,mek inhibitor,ccrf-cem,prostate,0.5542020460528032,1.3874088123936774,6.522282139168668,1,5960521730605644731,0.14516129032258066,0.8332067663408742,0.7689048025402658
kras inhibitor,heat shock protein inhibitor,mda-mb-231,endometrium,2.503895665264673,0.1438387688981225,-4.697837873074318,0,865101175403245982,0.08196721311475409,2.3600568963665505,0.360157269941016
pdgfr inhibitor,bcl-2 inhibitor,a431,soft tissue,0.191681911211672,0.1883507217295122,7.842882890954593,1,-81378968910320177,0.13636363636363635,0.0033311894821597965,0.036103426319210694
her2 inhibitor,mtor inhibitor,mda-mb-453,urinary tract,0.4444637751787968,1.837146698423506,-6.315526389267783,0,-4799893817579044258,0.1,1.3926829232447093,0.816545157138574
alk inhibitor,heat shock protein inhibitor,sk-mel-2,stomach,4.198799523561042,0.8339377613043999,-8.360808319477602,0,4651030978056330158,0.06557377049180328,3.364861762256642,3.501537474844476
pd-l1 inhibitor,cdk4/6 inhibitor,hl60,liver,2.6843494172906586,4.984299231569099,1.9157633763928457,0,5818735765216662878,0.1527777777777778,2.2999498142784405,13.379600737864788
dna-pkcs inhibitor,heat shock protein inhibitor,u87,pancreas,0.0276817977178529,1.0437412495474925,-8.515470648869398,0,6180843133847423339,0.09259259259259259,1.0160594518296395,0.02889263413975271
stat3 inhibitor,protac degrader,nalm-6,soft tissue,0.5710388529673616,0.3092916751013874,-5.929279073806232,0,307727196653390882,0.13636363636363635,0.2617471778659742,0.17661756338225013
il-2 inhibitor,parp inhibitor,a375,endometrium,0.4826315485169453,2.5085600718351526,2.8266413299616016,0,5971843749810357906,0.08196721311475409,2.0259285233182074,1.210710232017579
egfr inhibitor,microtubule stabilizer,a431,stomach,0.6316318285385556,0.6944492539113958,-4.802960693819992,0,-1394551255526454349,0.06557377049180328,0.06281742537284019,0.4386362520752906
topoisomerase inhibitor,histone deacetylase inhibitor,mv4-11,liver,0.5688674289142449,1.490862172380171,4.595680242712417,0,-5612921332366078384,0.1527777777777778,0.921994743465926,0.8481029308674136
flt3 inhibitor,pdgfr inhibitor,hl60,melanoma,0.1291331406466294,2.393549448913991,4.696015021607897,0,567751215809173253,0.12903225806451613,2.2644163082673616,0.3090865576312727
dna-pkcs inhibitor,pd-l1 inhibitor,a549,urinary tract,1.228452110684271,4.610459397808588,-5.975859693196649,0,-3242527702778196587,0.1,3.3820072871243174,5.663728578462093
tnf-alpha inhibitor,alk inhibitor,ovcar-3,urinary tract,2.639017793398541,3.142273655573616,-9.385326666251643,0,5104185276398585335,0.1,0.5032558621750751,8.292516088786252
pd-l1 inhibitor,atm inhibitor,rs4-11,ovarian,1.8665265313898347,2.2562535832351998,0.5759492630806875,0,5262502866124938025,0.13793103448275862,0.38972705184536505,4.211357174651883
mcl-1 inhibitor,microtubule stabilizer,jimt-1,colorectal,2.234805468606294,2.2765772693582527,-3.235202460274844,0,-5904314581946471020,0.23529411764705882,0.04177180075195874,5.087707331266607
nf-kappa-b inhibitor,braf inhibitor,k562,endometrium,0.1692629936563899,5.834753448618278,-8.488707340606355,0,-7299291572892447199,0.08196721311475409,5.665490454961888,0.9876078359600745
pi3k inhibitor,bcl-2 inhibitor,mda-mb-231,gastric,6.051999913268028,0.7014541850473619,0.6128422846706414,0,-4896478971051524685,0.05172413793103448,5.350545728220666,4.245200667068129
stat3 inhibitor,jak inhibitor,mewo,ovarian,3.6463991463165786,0.0022254260635657,-9.532376363321182,0,-7291463223044013638,0.13793103448275862,3.6441737202530127,0.008114791698376632
protac degrader,mtor inhibitor,mewo,ovarian,3.270437998976395,0.6347836286486623,3.052950357383631,0,-1862481451432567638,0.13793103448275862,2.6356543703277326,2.0760205002607064
bcl-2 inhibitor,parp inhibitor,a2780,melanoma,3.4630281073094618,0.4915232946991513,-7.920212063300444,0,-8858845190800486630,0.12903225806451613,2.9715048126103105,1.7021589849405128
microtubule stabilizer,proteasome inhibitor,jimt-1,endometrium,5.397502386392768,2.16844022011808,-8.090321818799126,0,8793079300723793225,0.08196721311475409,3.2290621662746877,11.704161262837395
protac degrader,nf-kappa-b inhibitor,caco-2,liver,1.5716391357000703,2.008668554180705,-7.364915530471232,0,3257828498905177646,0.1527777777777778,0.4370294184806347,3.156902110400473
nf-kappa-b inhibitor,mcl-1 inhibitor,caco-2,ovarian,0.4469922715986941,1.8001527100201276,14.29870482293879,1,-1295906599498181475,0.13793103448275862,1.3531604384214335,0.8046543490764421
proteasome inhibitor,atm inhibitor,hela,renal,1.9183109135951568,0.032753628348681,0.3975404038076906,0,133236649199439533,0.0851063829787234,1.885557285246476,0.06283164272111448
topoisomerase inhibitor,bcl-2 inhibitor,mda-mb-453,pancreas,2.716436372469671,2.609635612045055,2.02057303195455,0,901178825271070947,0.09259259259259259,0.10680076042461595,7.0889090954513385
proteasome inhibitor,pdgfr inhibitor,huh-7,liver,2.678191064746801,0.7817355760289694,-4.035475214008705,0,-8478771282688932584,0.1527777777777778,1.8964554887178315,2.0936372347154792
kras inhibitor,bcl-2 inhibitor,rs4-11,endometrium,1.4739850823934304,2.1875837849763022,-4.955309087425666,0,9012111376630318796,0.08196721311475409,0.7135987025828718,3.2244658655408274
proteasome inhibitor,dna-pkcs inhibitor,colo-829,melanoma,0.1418295471740741,1.6264686655703755,7.469654124670625,1,-7493945550472982428,0.12903225806451613,1.4846391183963015,0.2306813143306669
atm inhibitor,met inhibitor,molt-4,gastric,0.9276071815125888,0.8393235880046686,-2.790279575313866,0,7347478725143913373,0.05172413793103448,0.08828359350792025,0.7785625878460439
stat3 inhibitor,bcl-2 inhibitor,ccrf-cem,colorectal,5.070714917406533,0.2890720547504648,-1.722568996987473,0,3849720081478086808,0.23529411764705882,4.781642862656068,1.46580198022854
topoisomerase inhibitor,dna-pkcs inhibitor,nalm-6,renal,1.7562994227461637,0.1983568786178013,-0.5233773452086687,0,5909586049424973451,0.0851063829787234,1.5579425441283623,0.34837407141417526
met inhibitor,parp inhibitor,mewo,esophageal,1.5458182760697723,3.5618566739240607,-6.143222440019582,0,1317753406308067886,0.045454545454545456,2.016038397854288,5.505983143292904
cdk4/6 inhibitor,parp inhibitor,sum-159,stomach,0.6262828971717277,5.011791791832372,4.22981121354486,0,231015799592427846,0.06557377049180328,4.385508894660644,3.138799483410262
atm inhibitor,nf-kappa-b inhibitor,hepg2,ovarian,0.9191529071062944,2.0984334542304595,-7.453622526892962,0,2098575145689511190,0.13793103448275862,1.179280547124165,1.9287812098250299
braf inhibitor,jak inhibitor,zr-75-1,colorectal,4.514192920118012,0.2183669942528482,6.310146186504656,1,-7669782208168774298,0.23529411764705882,4.295825925865164,0.985750739443658
proteasome inhibitor,flt3 inhibitor,u251,gastric,2.1960032354921304,1.0284200785166,-9.777158162387444,0,7123545952405604852,0.05172413793103448,1.1675831569755304,2.2584138198675245
proteasome inhibitor,bcl-2 inhibitor,a2780,liver,3.0965635861499208,2.6108242588209807,-2.783114622747316,0,-6876008748494408370,0.1527777777777778,0.4857393273289401,8.084583329701905
braf inhibitor,pdgfr inhibitor,hepg2,pancreas,1.211538292842597,3.0266278005811382,-4.999482428251558,0,3795933325950969119,0.09259259259259259,1.8150895077385412,3.6668754785860167
il-2 inhibitor,braf inhibitor,hela,renal,1.989841314710044,0.2516222495575811,-3.2631487910462385,0,-4364696542545450327,0.0851063829787234,1.738219065152463,0.500688347869956
mek inhibitor,pd-l1 inhibitor,pc-3,endometrium,0.5710584063926764,6.143863443161899e-05,-1.4400313152881647,0,7594179494545832645,0.08196721311475409,0.5709969677582447,3.508504866946256e-05
stat3 inhibitor,mek inhibitor,kg-1,endometrium,2.4446865612079685,2.4905415317052366,-3.4661626298093644,0,8380929501258222669,0.08196721311475409,0.045854970497268166,6.088593412690101
parp inhibitor,topoisomerase inhibitor,zr-75-1,liver,1.1158391226447246,0.8819654414957635,-3.777297245476076,0,114544069587661514,0.1527777777777778,0.23387368114896112,0.9841315444416
tnf-alpha inhibitor,protac degrader,zr-75-1,breast,1.1687488398079504,0.587350207333354,0.9908512311995974,0,-6663862923324972730,0.2318840579710145,0.5813986324745964,0.6864648733818166
histone deacetylase inhibitor,heat shock protein inhibitor,molt-4,gastric,2.095775562106408,0.0259627285696707,0.2881441262969701,0,5990970410174428550,0.05172413793103448,2.069812833536737,0.0544120520619177
flt3 inhibitor,microtubule stabilizer,a2780,bone,5.506533094219477,1.5543597713604989,10.036917612374443,1,6482588003785743339,0.10416666666666667,3.952173322858978,8.559133521320007
pd-l1 inhibitor,protac degrader,a431,urinary tract,0.1322931661845981,3.809642264502558,-6.250615281407566,0,5513787707595715166,0.1,3.6773490983179595,0.5039896372017055
atm inhibitor,stat3 inhibitor,caco-2,melanoma,3.4830063304143035,6.322707139547448,-0.8570723536890466,0,-9161022198225786277,0.12903225806451613,2.839700809133144,22.022028992399473
braf inhibitor,stat3 inhibitor,caco-2,pancreas,0.6917048962922712,1.668246492189989,-1.2220782191071926,0,6616880783482223346,0.09259259259259259,0.9765415958977179,1.1539342668702215
tnf-alpha inhibitor,jak inhibitor,a375,breast,1.1736842584557927,1.4449926798445516,-4.453932836909669,0,4790923785320123906,0.2318840579710145,0.2713084213887589,1.6959651619174012
jak inhibitor,bcl-2 inhibitor,hl60,liver,0.0443139839789387,0.1777856781818602,-2.709136871459786,0,-7868892756168205296,0.1527777777777778,0.1334716942029215,0.007878391694635705
pdgfr inhibitor,pd-l1 inhibitor,mda-mb-231,soft tissue,0.7163409171392776,1.5920118855067271,-5.293267850414069,0,-3106965457338016781,0.13636363636363635,0.8756709683674495,1.1404232541605195
kras inhibitor,jak inhibitor,sum-159,gastric,1.3968471229352586,0.9560041158162004,-7.872334035745222,0,-7165651990563121619,0.05172413793103448,0.4408430071190582,1.3353915986921252
parp inhibitor,stat3 inhibitor,a549,urinary tract,0.1156313056959099,1.8685799050783292,-6.792981840059007,0,-6451361455848778078,0.1,1.7529485993824192,0.21606633422134658
jak inhibitor,tnf-alpha inhibitor,mda-mb-453,gastric,1.3509907071279492,0.9844210885223578,-8.417295303981984,0,7725915303931845903,0.05172413793103448,0.36656961860559145,1.3299437424944855
topoisomerase inhibitor,flt3 inhibitor,jimt-1,liver,5.2376249022491566,0.5496610133267895,0.2460436278518614,0,3966301641701610827,0.1527777777777778,4.687963888922367,2.878918211195898
egfr inhibitor,protac degrader,nalm-6,head and neck,0.2227420141816491,0.1995639322098422,-0.0890891033627276,0,-4043314076241896514,0.11864406779661017,0.023178081971806902,0.04445127221843033
cdk4/6 inhibitor,mcl-1 inhibitor,mcf-7,head and neck,2.8915854234776024,0.756434777625117,4.259095573698092,0,1140335573222952006,0.11864406779661017,2.1351506458524856,2.18729577679231
proteasome inhibitor,braf inhibitor,k562,soft tissue,1.0541507215946502,0.2032789707668261,0.9451762047086198,0,-5547192935701569462,0.13636363636363635,0.8508717508278241,0.21428667371886753
tnf-alpha inhibitor,ctla-4 inhibitor,a431,ovarian,2.129429018240246,0.3893477490157806,-9.219312418658028,0,5750922462322285207,0.13793103448275862,1.7400812692244656,0.8290883949407235
protac degrader,pd-l1 inhibitor,colo-829,esophageal,0.6028497418291304,8.73800895711178,3.263677608934312,0,-6385086438089965632,0.045454545454545456,8.13515921528265,5.267706443895467
kras inhibitor,il-2 inhibitor,mewo,bone,0.3474982407903665,1.1743465110160978,2.9401274441858867,0,4009903058522937231,0.10416666666666667,0.8268482702257313,0.4080833466563987
parp inhibitor,mcl-1 inhibitor,ovcar-3,melanoma,0.3498085402564378,1.5180260348042014,14.232237469852286,1,7603226649086082439,0.12903225806451613,1.1682174945477635,0.5310184713061261
histone deacetylase inhibitor,mek inhibitor,k562,liver,0.1461996132013433,4.136900792250696,-1.2120542420811766,0,-3350928721601043898,0.1527777777777778,3.9907011790493527,0.6048132956793825
jak inhibitor,parp inhibitor,ccrf-cem,prostate,0.4107219673553782,10.83821505897536,4.641174987087783,0,-1329754087560533761,0.14516129032258066,10.427493091619981,4.451493011643046
ctla-4 inhibitor,nf-kappa-b inhibitor,k562,gastric,2.182594527572664,1.747969035560285,-2.0154345422775064,0,-4696810533953399170,0.05172413793103448,0.4346254920123791,3.815107651380346
nf-kappa-b inhibitor,bcl-2 inhibitor,mda-mb-231,pancreas,4.26890430451639,3.347673644440077,3.579827425641346,0,-6558882826310128045,0.09259259259259259,0.9212306600763127,14.290898430866315
kras inhibitor,mcl-1 inhibitor,rs4-11,urinary tract,3.365369125322815,0.7918446443525972,13.355717050906486,1,-2061548662944752330,0.1,2.573524480970218,2.6648495181564553
il-2 inhibitor,stat3 inhibitor,huh-7,endometrium,2.311218223272914,0.7298288982403296,-7.134221969369757,0,3546511173731608965,0.08196721311475409,1.5813893250325846,1.686793849484243
bcl-2 inhibitor,alk inhibitor,a375,head and neck,0.2340383476212629,1.0306840179089842,-3.388675848380233,0,-6714853086583724963,0.11864406779661017,0.7966456702877214,0.24121958447106281
stat3 inhibitor,protac degrader,caco-2,urinary tract,0.6826930429688594,2.2325788005109386,-1.22864787494043,0,307727196653390882,0.1,1.5498857575420792,1.5241660149885787
ctla-4 inhibitor,her2 inhibitor,u251,head and neck,0.7415676594319272,2.292613748712872,2.2434177779420037,0,833098021563809516,0.11864406779661017,1.5510460892809448,1.700128211614461
stat3 inhibitor,braf inhibitor,hl60,soft tissue,0.5752493385924038,0.7573720829147271,4.823931727147803,0,6207601713571128901,0.13636363636363635,0.18212274432232334,0.435677789765048
dna-pkcs inhibitor,flt3 inhibitor,mcf-7,breast,1.4472361152346536,0.2859169171018889,14.59024175972966,1,-6240138395412781377,0.2318840579710145,1.1613191981327646,0.41378928838640616
kras inhibitor,jak inhibitor,mda-mb-231,liver,1.533819165879688,2.0014994096702523,-9.288765457898728,0,-7165651990563121619,0.1527777777777778,0.4676802437905643,3.0699381550491145
cdk4/6 inhibitor,topoisomerase inhibitor,a375,head and neck,0.8828664758345155,0.2746792401703987,7.616713666375064,1,862414460010056785,0.11864406779661017,0.6081872356641168,0.24250509275414237
tnf-alpha inhibitor,pdgfr inhibitor,zr-75-1,esophageal,0.8732588975696642,1.727835455255585,-0.9342892137578788,0,1750017167146967045,0.045454545454545456,0.8545765576859208,1.508847684838271
proteasome inhibitor,egfr inhibitor,colo-829,breast,3.526992501954175,2.364566975087965,-7.021857116976975,0,-2058258947819020994,0.2318840579710145,1.16242552686621,8.339809991503717
proteasome inhibitor,pi3k inhibitor,u251,head and neck,3.1145720325381565,2.4120264116897925,7.447450796369273,1,-1251826336533731359,0.11864406779661017,0.702545620848364,7.512430003592393
tnf-alpha inhibitor,pi3k inhibitor,molt-4,urinary tract,0.7357486519134074,2.800560301118025,1.134653683005865,0,-4704285809001659505,0.1,2.064811649204618,2.0605084661497934
atm inhibitor,protac degrader,zr-75-1,renal,4.901902097005666,4.124923775796897,1.556176806029656,0,-2656417050030061911,0.0851063829787234,0.7769783212087695,20.21997250656734
pdgfr inhibitor,ctla-4 inhibitor,mcf-7,head and neck,6.10735918769201,1.3861303357053123,-2.50572382001857,0,-7270204748175290851,0.11864406779661017,4.721228851986698,8.465595841108449
her2 inhibitor,mek inhibitor,caco-2,liver,0.7912549395755805,2.620513340648221,-5.421782048067113,0,2252859694811418306,0.1527777777777778,1.8292584010726407,2.0734941250116106
braf inhibitor,nf-kappa-b inhibitor,nalm-6,lung,0.8752276142483729,1.9308187606479257,9.080404616028163,1,6992059074433906781,0.2826086956521739,1.0555911463995526,1.6899058974278842
stat3 inhibitor,braf inhibitor,caco-2,melanoma,1.4089589115417205,0.4131627779968365,6.912773710373971,1,6207601713571128901,0.12903225806451613,0.9957961335448839,0.5821293779759762
stat3 inhibitor,topoisomerase inhibitor,mda-mb-231,prostate,5.664535208962706,0.0520507726600046,-3.87643720980552,0,-5425861722076137030,0.14516129032258066,5.612484436302701,0.29484343438630944
kras inhibitor,topoisomerase inhibitor,caco-2,bone,4.180106221785574,0.6696630465509614,-5.793051636930214,0,4655322650160845954,0.10416666666666667,3.510443175234613,2.7992626673875565
topoisomerase inhibitor,nf-kappa-b inhibitor,pc-3,head and neck,0.2164357716281085,1.1705011099140663,0.9665447450534312,0,-8763093910823479990,0.11864406779661017,0.9540653382859579,0.2533383109158084
proteasome inhibitor,mcl-1 inhibitor,pc-3,melanoma,0.9975660004680952,1.919993890748624,-6.367248316093485,0,-6276618712652125451,0.12903225806451613,0.9224278902805289,1.9153206265172817
pi3k inhibitor,pdgfr inhibitor,sum-159,gastric,1.6120548629363474,3.7936977833126817,-7.424350165394678,0,-6288919791261473230,0.05172413793103448,2.1816429203763343,6.11564896010005
parp inhibitor,jak inhibitor,mda-mb-231,head and neck,1.3988636655681363,0.4369233486150885,-2.0524916655689456,0,-2875229820454405740,0.11864406779661017,0.9619403169530478,0.6111961970160075
kras inhibitor,flt3 inhibitor,sum-159,urinary tract,0.4310033200163549,0.2683198428398289,-5.650189110337872,0,-834775849081577749,0.1,0.16268347717652598,0.11564674309023283
her2 inhibitor,braf inhibitor,molt-4,soft tissue,3.915393473911706,6.619787569969955,-0.5664228261457751,0,3272319415967494203,0.13636363636363635,2.7043940960582495,25.91907305014219
mek inhibitor,histone deacetylase inhibitor,nalm-6,breast,2.259839276376113,0.2286782042154973,-8.230919876886498,0,-3714755952350593855,0.2318840579710145,2.0311610721606157,0.5167759875373384
dna-pkcs inhibitor,topoisomerase inhibitor,nalm-6,esophageal,3.6391870325988815,1.3020577624235352,-0.1758834314901758,0,-5426583978318796646,0.045454545454545456,2.337129270175346,4.7384317247064445
